poll_utc,categorie,libelle,zone_axe,type,sens,temps_live_min,temps_libre_min,retard_min,distance_km
2026-09-04T04:00:33Z,point,Douai,Douaisis,autoroute A1,vers_lille,31.2,31.1,0.1,42.2
2026-09-04T04:00:33Z,point,Lens,Gohelle,autoroute A21 / A1,vers_lille,31.1,31.1,0.1,41.4
2026-09-04T04:00:33Z,point,Arras,Artois,autoroute A1,vers_lille,40.0,39.7,0.3,55.1
2026-09-04T04:00:33Z,point,Béthune,Béthunois,autoroute A26 / A25,vers_lille,44.4,42.6,1.7,42.2
2026-09-04T04:00:33Z,point,Dunkerque,Flandre maritime,autoroute A25,vers_lille,54.1,53.5,0.6,80.8
2026-09-04T04:00:33Z,point,Hazebrouck,Flandre intérieure,autoroute A25,vers_lille,34.3,34.3,-0.0,46.8
2026-09-04T04:00:33Z,point,La Bassée,Weppes,autoroute RN41,vers_lille,27.4,26.3,1.1,28.1
2026-09-04T04:00:33Z,point,Valenciennes,Valenciennois,autoroute A23,vers_lille,35.6,34.5,1.1,51.3
2026-09-04T04:00:33Z,point,Tourcoing,Ferrain,autoroute A22,vers_lille,19.2,19.1,0.2,15.0
2026-09-04T04:00:33Z,point,Orchies,Pévèle,autoroute A23 / A27,vers_lille,20.7,20.2,0.6,25.7
2026-09-04T04:00:33Z,point,Maubeuge,Avesnois,autoroute A2 / A23,vers_lille,57.9,56.1,1.8,87.2
2026-09-04T04:00:33Z,point,Cambrai,Cambrésis,autoroute A2 / A23,vers_lille,51.8,51.2,0.6,75.1
2026-09-04T04:00:33Z,point,Wavrin,Weppes,départementale,vers_lille,20.1,20.0,0.0,19.3
2026-09-04T04:00:33Z,point,Sainghin-en-Weppes,Weppes,départementale,vers_lille,24.9,25.0,-0.0,22.6
2026-09-04T04:00:33Z,point,Herlies,Weppes,départementale,vers_lille,22.1,22.1,0.0,23.2
2026-09-04T04:00:33Z,point,Fromelles,Weppes,départementale,vers_lille,23.9,23.8,0.1,22.1
2026-09-04T04:00:33Z,point,Templeuve-en-Pévèle,Pévèle,départementale,vers_lille,21.3,20.9,0.3,17.8
2026-09-04T04:00:33Z,point,Cappelle-en-Pévèle,Pévèle,départementale,vers_lille,23.3,22.9,0.4,23.0
2026-09-04T04:00:33Z,point,Cysoing,Pévèle,départementale,vers_lille,22.3,22.2,0.1,16.1
2026-09-04T04:00:33Z,point,Bourghelles,Pévèle,départementale,vers_lille,23.9,24.0,-0.1,23.3
2026-09-04T04:00:33Z,point,Péronne-en-Mélantois,Mélantois,départementale,vers_lille,20.4,20.4,0.0,14.7
2026-09-04T04:00:33Z,point,Bouvines,Mélantois,départementale,vers_lille,18.8,18.7,0.1,13.9
2026-09-04T04:00:33Z,point,Pérenchies,rocade NO / M652,départementale,vers_lille,21.6,21.5,0.1,20.9
2026-09-04T04:00:33Z,point,Prémesques,rocade NO / M652,départementale,vers_lille,20.8,20.6,0.1,18.3
2026-09-04T04:00:33Z,point,Neuville-en-Ferrain,Ferrain,départementale,vers_lille,16.6,16.5,0.1,18.2
2026-09-04T04:00:33Z,point,Sailly-sur-la-Lys,Lys,départementale,vers_lille,29.1,29.3,-0.2,30.7
2026-09-04T04:30:31Z,point,Douai,Douaisis,autoroute A1,vers_lille,36.0,31.1,4.9,42.2
2026-09-04T04:30:31Z,point,Lens,Gohelle,autoroute A21 / A1,vers_lille,36.2,31.1,5.1,41.4
2026-09-04T04:30:31Z,point,Arras,Artois,autoroute A1,vers_lille,47.2,39.7,7.5,55.1
2026-09-04T04:30:31Z,point,Béthune,Béthunois,autoroute A26 / A25,vers_lille,48.7,42.6,6.1,42.2
2026-09-04T04:30:31Z,point,Dunkerque,Flandre maritime,autoroute A25,vers_lille,59.1,53.5,5.7,80.8
2026-09-04T04:30:31Z,point,Hazebrouck,Flandre intérieure,autoroute A25,vers_lille,37.1,34.3,2.9,46.8
2026-09-04T04:30:31Z,point,La Bassée,Weppes,autoroute RN41,vers_lille,29.3,26.3,3.0,28.1
2026-09-04T04:30:31Z,point,Valenciennes,Valenciennois,autoroute A23,vers_lille,37.4,34.5,2.8,51.3
2026-09-04T04:30:31Z,point,Tourcoing,Ferrain,autoroute A22,vers_lille,19.8,19.1,0.8,15.0
2026-09-04T04:30:31Z,point,Orchies,Pévèle,autoroute A23 / A27,vers_lille,21.3,20.2,1.1,25.7
2026-09-04T04:30:31Z,point,Maubeuge,Avesnois,autoroute A2 / A23,vers_lille,60.3,56.1,4.2,87.2
2026-09-04T04:30:31Z,point,Cambrai,Cambrésis,autoroute A2 / A23,vers_lille,57.4,53.3,4.1,84.0
2026-09-04T04:30:31Z,point,Wavrin,Weppes,départementale,vers_lille,21.1,20.0,1.1,19.3
2026-09-04T04:30:31Z,point,Sainghin-en-Weppes,Weppes,départementale,vers_lille,26.4,25.0,1.4,22.6
2026-09-04T04:30:31Z,point,Herlies,Weppes,départementale,vers_lille,23.6,22.1,1.5,23.2
2026-09-04T04:30:31Z,point,Fromelles,Weppes,départementale,vers_lille,25.1,23.8,1.3,22.1
2026-09-04T04:30:31Z,point,Templeuve-en-Pévèle,Pévèle,départementale,vers_lille,22.4,20.9,1.4,17.8
2026-09-04T04:30:31Z,point,Cappelle-en-Pévèle,Pévèle,départementale,vers_lille,24.3,22.7,1.6,30.6
2026-09-04T04:30:31Z,point,Cysoing,Pévèle,départementale,vers_lille,23.1,22.2,0.9,16.1
2026-09-04T04:30:31Z,point,Bourghelles,Pévèle,départementale,vers_lille,24.3,24.0,0.3,23.3
2026-09-04T04:30:31Z,point,Péronne-en-Mélantois,Mélantois,départementale,vers_lille,20.9,20.4,0.6,14.7
2026-09-04T04:30:31Z,point,Bouvines,Mélantois,départementale,vers_lille,19.3,18.7,0.6,13.9
2026-09-04T04:30:31Z,point,Pérenchies,rocade NO / M652,départementale,vers_lille,22.3,21.5,0.8,20.9
2026-09-04T04:30:31Z,point,Prémesques,rocade NO / M652,départementale,vers_lille,21.6,20.6,1.0,18.3
2026-09-04T04:30:31Z,point,Neuville-en-Ferrain,Ferrain,départementale,vers_lille,16.9,16.5,0.4,18.2
2026-09-04T04:30:31Z,point,Sailly-sur-la-Lys,Lys,départementale,vers_lille,31.2,29.3,1.9,30.7
2026-09-04T04:50:28Z,point,Douai,Douaisis,autoroute A1,vers_lille,37.8,31.1,6.7,42.2
2026-09-04T04:50:28Z,point,Lens,Gohelle,autoroute A21 / A1,vers_lille,37.5,32.8,4.7,39.9
2026-09-04T04:50:28Z,point,Arras,Artois,autoroute A1,vers_lille,48.8,39.7,9.1,55.1
2026-09-04T04:50:28Z,point,Béthune,Béthunois,autoroute A26 / A25,vers_lille,49.1,42.4,6.7,44.5
2026-09-04T04:50:28Z,point,Dunkerque,Flandre maritime,autoroute A25,vers_lille,59.9,53.5,6.4,80.8
2026-09-04T04:50:28Z,point,Hazebrouck,Flandre intérieure,autoroute A25,vers_lille,37.4,34.3,3.1,46.8
2026-09-04T04:50:28Z,point,La Bassée,Weppes,autoroute RN41,vers_lille,29.6,26.3,3.3,28.1
2026-09-04T04:50:28Z,point,Valenciennes,Valenciennois,autoroute A23,vers_lille,39.1,34.5,4.6,51.3
2026-09-04T04:50:28Z,point,Tourcoing,Ferrain,autoroute A22,vers_lille,20.6,19.1,1.6,15.0
2026-09-04T04:50:28Z,point,Orchies,Pévèle,autoroute A23 / A27,vers_lille,22.5,20.2,2.3,25.7
2026-09-04T04:50:28Z,point,Maubeuge,Avesnois,autoroute A2 / A23,vers_lille,62.0,56.1,5.9,87.2
2026-09-04T04:50:28Z,point,Cambrai,Cambrésis,autoroute A2 / A23,vers_lille,59.4,53.3,6.1,84.0
2026-09-04T04:50:28Z,point,Wavrin,Weppes,départementale,vers_lille,21.6,20.0,1.6,19.3
2026-09-04T04:50:28Z,point,Sainghin-en-Weppes,Weppes,départementale,vers_lille,27.0,25.0,2.0,22.6
2026-09-04T04:50:28Z,point,Herlies,Weppes,départementale,vers_lille,23.7,22.1,1.5,23.2
2026-09-04T04:50:28Z,point,Fromelles,Weppes,départementale,vers_lille,26.0,23.8,2.2,22.1
2026-09-04T04:50:28Z,point,Templeuve-en-Pévèle,Pévèle,départementale,vers_lille,23.4,20.9,2.4,17.8
2026-09-04T04:50:28Z,point,Cappelle-en-Pévèle,Pévèle,départementale,vers_lille,25.6,22.7,2.9,30.6
2026-09-04T04:50:28Z,point,Cysoing,Pévèle,départementale,vers_lille,24.2,22.2,2.0,16.1
2026-09-04T04:50:28Z,point,Bourghelles,Pévèle,départementale,vers_lille,24.8,24.0,0.8,23.3
2026-09-04T04:50:28Z,point,Péronne-en-Mélantois,Mélantois,départementale,vers_lille,21.6,20.4,1.3,14.7
2026-09-04T04:50:28Z,point,Bouvines,Mélantois,départementale,vers_lille,20.1,18.7,1.4,13.9
2026-09-04T04:50:28Z,point,Pérenchies,rocade NO / M652,départementale,vers_lille,22.6,21.5,1.1,20.9
2026-09-04T04:50:28Z,point,Prémesques,rocade NO / M652,départementale,vers_lille,22.0,20.6,1.3,18.3
2026-09-04T04:50:28Z,point,Neuville-en-Ferrain,Ferrain,départementale,vers_lille,17.2,16.5,0.8,18.2
2026-09-04T04:50:28Z,point,Sailly-sur-la-Lys,Lys,départementale,vers_lille,32.0,29.3,2.7,30.7
2026-09-04T04:50:28Z,troncon,Échangeur d'Englos,A25 vers Lille,troncon,vers_lille,10.8,10.2,0.6,7.9
2026-09-04T04:50:28Z,troncon,Rocade ouest (Lomme),M652 vers Lille,troncon,vers_lille,15.4,13.9,1.5,6.0
2026-09-04T04:50:28Z,troncon,Approche A1 (Fretin-Ronchin),A1 vers Lille,troncon,vers_lille,16.2,14.6,1.7,11.8
2026-09-04T04:50:28Z,troncon,Croix - Wasquehal,A22 vers Lille,troncon,vers_lille,12.4,11.5,0.9,8.5
2026-09-04T04:50:28Z,troncon,Haubourdin - Loos,RN41 vers Lille,troncon,vers_lille,20.9,20.1,0.9,14.4
